season,name,pos,team,age,points,minutes,goals,assists,yellow_cards,red_cards,own_goals
2016/17,Kristoffer Nordfeldt,GK,Swansea,36,3,90,0,0,0,0,0
2016/17,Kyle Naughton,DEF,Swansea,36,82,2714,1,0,5,0,1
2016/17,Ashley Williams,DEF,Everton,40,127,3160,1,3,7,1,0
2016/17,Neil Taylor,DEF,Swansea,36,22,920,0,1,1,0,0
2016/17,Angel Rangel,DEF,Swansea,42,26,831,1,0,1,0,0
2016/17,Jordi Amat,DEF,Swansea,33,21,1409,0,0,5,0,0
2016/17,Federico Fernández,DEF,Swansea,36,63,2430,0,1,7,0,0
2016/17,Franck Tabanou,DEF,Swansea,36,0,0,0,0,0,0,0
2016/17,Stephen Kingsley,DEF,Swansea,30,29,1036,0,0,0,0,0
2016/17,Mike van der Hoorn,DEF,Swansea,32,16,662,1,0,1,0,0
2016/17,Jack Cork,MID,Swansea,36,50,2232,0,1,7,0,2
2016/17,Gylfi Sigurdsson,MID,Swansea,35,181,3327,9,13,2,0,0
2016/17,Wayne Routledge,MID,Swansea,40,74,1917,3,2,1,0,0
2016/17,Leon Britton,MID,Swansea,42,32,1163,0,0,3,0,0
2016/17,Jay Fulton,MID,Swansea,31,19,690,0,0,2,0,0
2016/17,Ki Sung-Yueng,MID,Swansea,36,41,1291,0,1,3,0,0
2016/17,Jefferson Montero,MID,Swansea,35,18,380,0,1,0,0,0
2016/17,Leroy Fer,MID,Swansea,35,95,2405,6,2,9,0,0
2016/17,Nathan Dyer,MID,Swansea,37,12,214,0,1,0,0,0
2016/17,Bafétimbi Gomis,FWD,Swansea,39,0,0,0,0,0,0,0
2016/17,Marvin Emnes,FWD,Swansea,37,0,0,0,0,0,0,0
2016/17,Modou Barrow,FWD,Swansea,32,34,1145,0,2,1,0,0
2016/17,Hugo Lloris,GK,Spurs,38,143,3004,0,0,0,0,0
2016/17,Michel Vorm,GK,Spurs,41,17,416,0,0,0,0,0
2016/17,Toby Alderweireld,DEF,Spurs,36,120,2601,1,0,1,0,0
2016/17,Danny Rose,DEF,Spurs,35,84,1530,2,3,8,0,0
2016/17,Kyle Walker,DEF,Spurs,35,142,2701,0,6,8,0,0
2016/17,Jan Vertonghen,DEF,Spurs,38,126,2894,0,0,5,0,0
2016/17,Kieran Trippier,DEF,Spurs,34,51,568,0,5,1,0,0
2016/17,Kevin Wimmer,DEF,Spurs,32,2,357,0,0,3,0,1
2016/17,DeAndre Yedlin,DEF,Spurs,32,0,0,0,0,0,0,0
2016/17,Eric Dier,MID,Spurs,31,93,3043,2,0,6,0,0
2016/17,Mousa Dembélé,MID,Spurs,37,76,2056,1,2,5,0,0
2016/17,Nacer Chadli,MID,West Brom,35,110,2135,5,6,2,0,0
2016/17,Érik Lamela,MID,Spurs,33,28,595,1,1,1,0,0
2016/17,Christian Eriksen,MID,Spurs,33,218,3159,8,20,0,0,0
2016/17,Nabil Bentaleb,MID,Spurs,30,0,0,0,0,0,0,0
2016/17,Ryan Mason,MID,Hull,34,26,927,1,0,4,0,0
2016/17,Tom Carroll,MID,Swansea,33,52,1389,1,2,1,0,0
2016/17,Dele Alli,MID,Spurs,29,225,3036,18,11,4,0,0
2016/17,Josh Onomah,MID,Spurs,28,5,22,0,0,0,0,0
2016/17,Victor Wanyama,MID,Spurs,34,103,3012,4,2,10,0,0
2016/17,Alex Pritchard,MID,Spurs,32,0,0,0,0,0,0,0
2016/17,Son Heung-Min,MID,Spurs,33,174,2063,14,9,2,0,0
2016/17,Harry Kane,FWD,Spurs,31,224,2523,29,7,3,0,0
2016/17,Clinton N'Jie,FWD,Spurs,31,0,0,0,0,0,0,0
2016/17,Vincent Janssen,FWD,Spurs,31,55,845,2,3,0,0,0
2016/17,Costel Pantilimon,GK,Watford,38,2,83,0,0,0,0,0
2016/17,Heurelho Gomes,GK,Watford,44,113,3337,0,0,1,0,1
2016/17,Craig Cathcart,DEF,Watford,36,31,1162,0,1,3,0,0
2016/17,Sebastian Prödl,DEF,Watford,38,67,2770,1,2,10,1,0
2016/17,Juan Carlos Paredes,DEF,Watford,38,0,0,0,0,0,0,0
2016/17,José Holebas,DEF,Watford,41,87,2905,2,4,14,0,0
2016/17,Allan Nyom,DEF,West Brom,37,74,2638,0,2,8,0,0
2016/17,Miguel Britos,DEF,Watford,39,71,2280,1,2,6,2,0
2016/17,Christian Kabasele,DEF,Watford,34,35,771,2,0,1,0,0
2016/17,Adlène Guédioura,MID,Middlesbrough,39,26,861,0,1,2,0,0
2016/17,Étienne Capoue,MID,Watford,37,131,3204,7,2,5,0,0
2016/17,Almen Abdi,MID,Watford,38,0,0,0,0,0,0,0
2016/17,Ben Watson,MID,Watford,40,1,54,0,0,0,1,0
2016/17,Ikechi Anya,MID,Watford,37,1,10,0,0,0,0,0
2016/17,Valon Behrami,MID,Watford,40,48,2030,0,0,7,0,0
2016/17,Steven Berghuis,MID,Watford,33,0,0,0,0,0,0,0
2016/17,Nordin Amrabat,MID,Watford,38,65,2091,0,3,4,0,0
2016/17,Mario Suárez,MID,Watford,38,0,0,0,0,0,0,0
2016/17,Isaac Success,MID,Watford,29,28,519,1,1,2,0,0
2016/17,Troy Deeney,FWD,Watford,37,130,2944,10,4,7,0,1
2016/17,Odion Ighalo,FWD,Watford,36,39,1291,1,1,1,0,0
2016/17,Obbi Oularé,FWD,Watford,29,0,0,0,0,0,0,0
2016/17,Jerome Sinclair,FWD,Watford,28,6,116,0,0,0,0,0
2016/17,Boaz Myhill,GK,West Brom,42,0,0,0,0,0,0,0
2016/17,Ben Foster,GK,West Brom,42,113,3420,0,0,2,0,0
2016/17,Jonny Evans,DEF,West Brom,37,79,2637,2,1,8,0,0
2016/17,Jonas Olsson,DEF,West Brom,42,8,590,0,0,3,0,0
2016/17,Craig Dawson,DEF,West Brom,35,102,3276,4,0,10,0,0
2016/17,Sébastien Pocognoli,DEF,West Brom,37,0,0,0,0,0,0,0
2016/17,Cristian Gamboa,DEF,West Brom,35,0,0,0,0,0,0,0
2016/17,Gareth McAuley,DEF,West Brom,45,131,3140,6,1,5,0,1
2016/17,James Chester,DEF,West Brom,36,0,0,0,0,0,0,0
2016/17,Chris Brunt,DEF,West Brom,40,99,2477,3,4,5,0,0
2016/17,Darren Fletcher,MID,West Brom,41,103,3231,2,3,0,0,0
2016/17,Craig Gardner,MID,West Brom,38,14,218,0,1,1,0,0
2016/17,James Morrison,MID,West Brom,39,84,1741,5,2,3,0,0
2016/17,Claudio Yacob,MID,West Brom,37,54,2418,0,0,9,0,0
2016/17,Callum McManaman,MID,West Brom,34,0,0,0,0,0,0,0
2016/17,James McClean,MID,West Brom,36,52,1477,1,3,9,0,0
2016/17,Jonathan Leko,MID,West Brom,26,12,118,0,1,0,0,0
2016/17,Rickie Lambert,FWD,West Brom,43,1,13,0,0,0,0,0
2016/17,Saido Berahino,FWD,Stoke,31,26,963,0,0,1,0,0
2016/17,Salomón Rondón,FWD,West Brom,35,118,2892,8,3,2,0,0
2016/17,Adrián,GK,West Ham,38,64,1440,0,0,1,0,0
2016/17,Darren Randolph,GK,West Ham,38,69,1980,0,0,1,0,0
2016/17,James Collins,DEF,West Ham,41,69,1655,2,0,3,0,0
2016/17,Winston Reid,DEF,West Ham,37,102,2587,2,3,8,1,0
2016/17,Aaron Cresswell,DEF,West Ham,35,60,2115,0,2,2,1,0
2016/17,Reece Oxford,DEF,West Ham,26,0,0,0,0,0,0,0
2016/17,Angelo Ogbonna,DEF,West Ham,37,45,1755,0,0,2,0,0
2016/17,Sam Byram,DEF,West Ham,31,29,1249,0,1,5,1,0
2016/17,Mark Noble,MID,West Ham,38,71,2389,3,0,10,0,0
2016/17,Cheikhou Kouyaté,MID,West Ham,35,79,2723,1,1,3,0,0
2016/17,Pedro Obiang,MID,West Ham,33,55,1763,1,2,7,0,0
2016/17,Dimitri Payet,MID,West Ham,38,81,1513,2,8,2,0,0
2016/17,Manuel Lanzini,MID,West Ham,32,133,2708,8,3,9,0,0
2016/17,Josh Cullen,MID,West Ham,29,0,0,0,0,0,0,0
2016/17,Michail Antonio,MID,West Ham,35,132,2433,9,8,4,1,0
2016/17,Håvard Nordtveit,MID,West Ham,35,31,957,0,1,2,0,0
2016/17,Sofiane Féghouli,MID,West Ham,35,55,1042,3,3,1,1,0
2016/17,Gökhan Töre,MID,West Ham,33,10,240,0,1,0,0,0
2016/17,Andy Carroll,FWD,West Ham,36,69,1312,7,2,3,0,0
2016/17,Enner Valencia,FWD,Everton,35,54,927,3,3,1,0,0
2016/17,Nick Pope,GK,Burnley,33,0,0,0,0,0,0,0
2016/17,Paul Robinson,GK,Burnley,45,5,270,0,0,0,0,0
2016/17,Jóhann Gudmundsson,MID,Burnley,34,47,999,1,3,1,0,0
2016/17,Ragnar Klavan,DEF,Liverpool,39,43,1410,0,0,3,0,0
2016/17,Marko Grujic,MID,Liverpool,29,4,43,0,0,1,0,0
2016/17,Jason Denayer,DEF,Sunderland,30,56,1878,0,0,2,0,1
2016/17,Antonio Barragán,DEF,Middlesbrough,38,71,2193,0,0,5,0,0
2016/17,Álvaro Negredo,FWD,Middlesbrough,39,130,2872,9,5,5,0,0
2016/17,Juan Camilo Zuñiga,DEF,Watford,39,38,823,1,1,1,0,0
2016/17,Tommie Hoban,DEF,Watford,31,0,0,0,0,0,0,0
2016/17,Brice Dja Djédjé,DEF,Watford,34,0,0,0,0,0,0,0
2016/17,Abdoulaye Doucouré,MID,Watford,32,38,1352,1,0,4,0,0
2016/17,Matej Vydra,FWD,Watford,33,1,3,0,0,0,0,0
2016/17,Rob Holding,DEF,Arsenal,29,32,810,0,0,3,0,0
2016/17,Georginio Wijnaldum,MID,Liverpool,34,149,2974,6,9,2,0,0
2016/17,Ramadan Sobhi,MID,Stoke,28,36,855,0,2,2,0,0
2016/17,Ola Aina,DEF,Chelsea,28,3,26,0,0,0,0,0
2016/17,Idrissa Gueye,MID,Everton,35,80,2681,1,2,11,0,0
2016/17,Leroy Sané,MID,Man City,29,105,1781,5,7,4,0,0
2016/17,Brad Guzan,GK,Middlesbrough,40,36,900,0,0,0,0,0
2016/17,Gastón Ramírez,MID,Middlesbrough,34,59,1539,2,3,8,1,0
2016/17,Jérémy Pied,DEF,Southampton,36,5,129,0,0,0,0,0
2016/17,Chuba Akpom,FWD,Arsenal,29,0,0,0,0,0,0,0
2016/17,Sullay Kaikai,MID,Crystal Palace,29,1,24,0,0,0,0,0
2016/17,Mason Holgate,DEF,Everton,28,54,1372,0,1,2,0,0
2016/17,Ben Chilwell,DEF,Leicester,28,19,699,1,0,2,0,0
2016/17,Bartosz Kapustka,MID,Leicester,28,0,0,0,0,0,0,0
2016/17,Angeliño,DEF,Man City,28,0,0,0,0,0,0,0
2016/17,Papy Djilobodji,DEF,Sunderland,36,24,1577,0,0,4,1,0
2016/17,Fernando Llorente,FWD,Swansea,40,146,2442,15,3,2,0,0
2016/17,Cameron Carter-Vickers,DEF,Spurs,27,0,0,0,0,0,0,0
2016/17,Daniel Lafferty,DEF,Burnley,36,0,0,0,0,0,0,0
2016/17,Paul Pogba,MID,Man Utd,32,115,2608,5,4,7,0,0
2016/17,Jack Stephens,DEF,Southampton,31,60,1471,0,1,1,0,0
2016/17,Arthur Masuaku,DEF,West Ham,31,34,972,0,1,1,0,0
2016/17,Donald Love,DEF,Sunderland,30,21,611,0,1,1,0,0
2016/17,Borja Bastón,FWD,Swansea,32,32,561,1,2,0,0,0
2016/17,Freddie Ladapo,FWD,Crystal Palace,32,0,0,0,0,0,0,0
2016/17,Sam Field,MID,West Brom,27,9,275,0,0,2,0,0
2016/17,Tom Davies,MID,Everton,27,63,1544,2,3,4,0,0
2016/17,Harry Winks,MID,Spurs,29,30,494,1,1,1,0,0
2016/17,Greg Olley,MID,Hull,29,0,0,0,0,0,0,0
2016/17,Josh Clackstone,DEF,Hull,28,0,0,0,0,0,0,0
2016/17,Jarrod Bowen,FWD,Hull,28,8,181,0,0,0,0,0
2016/17,Dusan Kuciak,GK,Hull,40,0,0,0,0,0,0,0
2016/17,Greg Luer,FWD,Hull,30,0,0,0,0,0,0,0
2016/17,Josh Tymon,DEF,Hull,26,9,323,0,0,1,0,0
2016/17,Lynden Gooch,MID,Sunderland,29,12,366,0,0,3,0,0
2016/17,Joel Asoro,MID,Sunderland,26,1,10,0,0,0,0,0
2016/17,Alex Baptiste,DEF,Middlesbrough,39,0,0,0,0,0,0,0
2016/17,Trent Alexander-Arnold,MID,Liverpool,26,8,167,0,0,0,0,0
2016/17,Alexander Manninger,GK,Liverpool,48,0,0,0,0,0,0,0
2016/17,Steven Defour,MID,Burnley,37,54,1068,1,3,1,0,0
2016/17,Jonathan Calleri,FWD,West Ham,31,23,540,1,0,0,0,0
2016/17,Fábio,DEF,Middlesbrough,35,58,1847,0,0,8,0,0
2016/17,Pablo Maffeo,DEF,Man City,27,0,0,0,0,0,0,0
2016/17,Luke McGee,GK,Spurs,29,0,0,0,0,0,0,0
2016/17,Nathaniel Chalobah,MID,Chelsea,30,12,167,0,1,2,0,0
2016/17,Aiden O'Neill,MID,Burnley,27,3,85,0,0,0,0,0
2016/17,Josh Robson,DEF,Sunderland,27,0,0,0,0,0,0,0
2016/17,Steven Pienaar,MID,Sunderland,43,15,802,0,0,5,1,0
2016/17,Reece Burke,DEF,West Ham,28,0,0,0,0,0,0,0
2016/17,Ashley Fletcher,FWD,West Ham,29,16,367,0,0,2,0,0
2016/17,Ryan Fraser,MID,Bournemouth,31,100,1764,3,9,3,0,0
2016/17,Thomas Robson,DEF,Sunderland,29,0,0,0,0,0,0,0
2016/17,Javier Manquillo,DEF,Sunderland,31,38,1430,1,0,2,0,0
2016/17,Roberto Pereyra,MID,Watford,34,43,1036,2,3,2,1,0
2016/17,Daryl Janmaat,DEF,Watford,35,50,1614,2,1,2,0,0
2016/17,Claudio Bravo,GK,Man City,42,73,1968,0,0,0,0,0
2016/17,Edimilson Fernandes,MID,West Ham,29,38,1002,0,1,4,0,0
2016/17,Hiram Boateng,MID,Crystal Palace,29,0,0,0,0,0,0,0
2016/17,Julien Ngoy,FWD,Stoke,27,5,49,0,0,0,0,0
2016/17,Ben Hinchcliffe,FWD,Hull,27,0,0,0,0,0,0,0
2016/17,Oliver McBurnie,FWD,Swansea,29,5,82,0,0,0,0,0
2016/17,Max Stryjek,GK,Sunderland,28,0,0,0,0,0,0,0
2016/17,Lucas Pérez,FWD,Arsenal,36,20,272,1,1,0,0,0
2016/17,Simone Zaza,FWD,West Ham,34,10,459,0,0,2,0,0
2016/17,Sofiane Boufal,MID,Southampton,31,40,1104,1,1,5,0,0
2016/17,Stefano Okaka,FWD,Watford,35,43,959,4,0,5,0,0
2016/17,Patrick Bamford,FWD,Middlesbrough,31,21,326,1,0,1,0,0
2016/17,David Marshall,GK,Hull,40,32,1440,0,0,0,0,1
2016/17,Shkodran Mustafi,DEF,Arsenal,33,90,2274,2,2,11,0,0
2016/17,Adrian Mariappa,DEF,Watford,38,15,562,0,0,0,0,0
2016/17,Will Keane,FWD,Hull,32,8,280,0,0,0,0,0
2016/17,Alfie Mawson,DEF,Swansea,31,94,2430,4,0,1,0,2
2016/17,Didier Ndong,MID,Sunderland,31,67,2520,1,1,5,0,0
2016/17,Jeff Hendrick,MID,Burnley,33,76,2691,2,1,6,1,0
2016/17,Marcos Alonso,DEF,Chelsea,34,177,2693,6,5,2,0,0
2016/17,Bruno Martins Indi,DEF,Stoke,33,106,3146,1,0,4,0,0
2016/17,Adama Traoré,MID,Middlesbrough,29,52,1543,0,1,1,0,0
2016/17,Pau López,GK,Spurs,30,0,0,0,0,0,0,0
2016/17,Georges-Kévin Nkoudou,MID,Spurs,30,8,54,0,0,0,0,0
2016/17,James Weir,MID,Hull,29,0,0,0,0,0,0,0
2016/17,Islam Slimani,FWD,Leicester,37,83,1281,7,4,1,0,0
2016/17,Álvaro Arbeloa,DEF,West Ham,42,0,258,0,0,3,0,0
2016/17,Dieumerci Mbokani,FWD,Hull,39,27,764,0,2,0,0,0
2016/17,David Luiz,DEF,Chelsea,38,132,2954,1,1,6,0,0
2016/17,Hal Robson-Kanu,FWD,West Brom,36,52,701,3,2,3,0,0
2016/17,Moussa Sissoko,MID,Spurs,35,43,909,0,3,3,0,0
2016/17,Markus Henriksen,MID,Hull,32,20,638,0,0,1,0,0
2016/17,Lee Grant,GK,Stoke,42,106,2520,0,0,1,0,0
2016/17,Victor Anichebe,FWD,Sunderland,37,48,1219,3,1,2,0,0
2016/17,Mathieu Flamini,MID,Crystal Palace,41,12,274,0,0,0,0,0
2016/17,Mika,GK,Sunderland,34,0,0,0,0,0,0,0
2016/17,Aleix García,MID,Man City,28,4,77,0,0,0,0,0
2016/17,Ezekiel Fryers,DEF,Crystal Palace,32,9,188,0,1,0,0,0
2016/17,Luke Dreher,MID,Crystal Palace,26,0,0,0,0,0,0,0
2016/17,Ovie Ejaria,MID,Liverpool,27,2,8,0,0,0,0,0
2016/17,Ben Hamer,GK,Leicester,37,0,0,0,0,0,0,0
2016/17,Lloyd Isgrove,MID,Southampton,32,0,0,0,0,0,0,0
2016/17,Ben Wynter,DEF,Crystal Palace,27,0,0,0,0,0,0,0
2016/17,Jake Hesketh,MID,Southampton,29,0,0,0,0,0,0,0
2016/17,George Honeyman,MID,Sunderland,30,7,235,0,0,1,0,0
2016/17,Jeff Reine-Adélaïde,MID,Arsenal,27,0,0,0,0,0,0,0
2016/17,Olufela Olomola,MID,Southampton,27,0,0,0,0,0,0,0
2016/17,Dominic Solanke,FWD,Chelsea,27,0,0,0,0,0,0,0
2016/17,Raphael Spiegel,GK,West Ham,32,0,0,0,0,0,0,0
2016/17,Sam McQueen,MID,Southampton,30,23,616,0,1,0,0,0
2016/17,Ainsley Maitland-Niles,MID,Arsenal,27,1,2,0,0,0,0,0
2016/17,Kevin Long,DEF,Burnley,34,3,270,0,0,0,0,0
2016/17,Dominic Calvert-Lewin,FWD,Everton,28,17,347,1,0,1,0,0
2016/17,Mateusz Hewelt,GK,Everton,28,0,0,0,0,0,0,0
2016/17,Stuart Taylor,GK,Southampton,44,0,0,0,0,0,0,0
2016/17,Daniel James,MID,Swansea,27,0,0,0,0,0,0,0
2016/17,Thibaud Verlinden,MID,Stoke,26,0,0,0,0,0,0,0
2016/17,Ryan Allsop,GK,Bournemouth,33,3,90,0,0,0,0,0
2016/17,Alex Palmer,GK,West Brom,28,0,0,0,0,0,0,0
2016/17,Matty James,MID,Leicester,33,1,1,0,0,0,0,0
2016/17,Ben Woodburn,MID,Liverpool,25,5,86,0,0,0,0,0
2016/17,Josh Sims,MID,Southampton,28,12,211,0,1,0,0,0
2016/17,Andrew Eleftheriou,DEF,Watford,27,0,52,0,0,0,0,0
2016/17,Michael Phillips,MID,Crystal Palace,27,0,0,0,0,0,0,0
2016/17,Tosin Adarabioyo,DEF,Man City,27,0,0,0,0,0,0,0
2016/17,Alex Pike,DEF,West Ham,28,0,0,0,0,0,0,0
2016/17,Marcus Browne,MID,West Ham,27,0,0,0,0,0,0,0
2016/17,Domingos Quina,MID,West Ham,25,0,0,0,0,0,0,0
2016/17,Noor Husin,MID,Crystal Palace,28,0,0,0,0,0,0,0
2016/17,Aaron Wan-Bissaka,MID,Crystal Palace,27,0,0,0,0,0,0,0
2016/17,Josh Maja,FWD,Sunderland,26,0,0,0,0,0,0,0
2016/17,Rekeem Harper,MID,West Brom,25,0,0,0,0,0,0,0
2016/17,Jonjoe Kenny,DEF,Everton,28,1,13,0,0,0,0,0
2016/17,Elliot Embleton,MID,Sunderland,26,0,0,0,0,0,0,0
2016/17,Declan Rice,MID,West Ham,26,1,1,0,0,0,0,0
2016/17,Charlie Rowan,DEF,Watford,27,0,0,0,0,0,0,0
2016/17,Michael Folivi,FWD,Watford,27,1,10,0,0,0,0,0
2016/17,Brandon Mason,DEF,Watford,27,1,113,0,0,0,0,0
2016/17,Harry Lewis,GK,Southampton,27,0,0,0,0,0,0,0
2016/17,Michael Ledger,DEF,Sunderland,27,0,0,0,0,0,0,0
2016/17,Gabriel Jesus,FWD,Man City,28,67,651,7,4,2,0,0
2016/17,Joey Barton,MID,Burnley,42,37,1105,1,2,4,0,0
2016/17,Ademola Lookman,MID,Everton,27,16,289,1,0,0,0,0
2016/17,Wilfred Ndidi,MID,Leicester,28,59,1521,2,3,0,0,0
2016/17,Rudy Gestede,FWD,Middlesbrough,36,21,533,1,0,3,0,0
2016/17,Evandro,MID,Hull,38,18,576,0,0,1,0,0
2016/17,Luciano Narsingh,MID,Swansea,34,25,416,0,3,0,0,0
2016/17,Martin Olsson,DEF,Swansea,37,52,1252,2,0,2,0,0
2016/17,Omar Elabdellaoui,DEF,Hull,33,13,615,0,0,0,0,0
2016/17,Joleon Lescott,DEF,Sunderland,42,1,124,0,0,0,0,0
2016/17,Mauro Zárate,FWD,Watford,38,8,204,0,1,0,0,0
2016/17,M'Baye Niang,FWD,Watford,30,49,1246,2,2,2,0,0
2016/17,Andrea Ranocchia,DEF,Hull,37,55,1330,2,2,2,0,0
2016/17,Giedrius Arlauskis,GK,Watford,37,0,0,0,0,0,0,0
2016/17,Robert Brady,MID,Burnley,33,39,719,1,3,1,0,0
2016/17,Ashley Westwood,MID,Burnley,35,13,551,0,0,3,0,0
2016/17,Jordan Ayew,FWD,Swansea,33,39,867,1,4,1,0,0
2016/17,Manolo Gabbiadini,FWD,Southampton,33,38,724,4,1,1,0,0
2016/17,Alfred N'Diaye,MID,Hull,35,34,1273,1,0,7,0,0
2016/17,Molla Wagué,DEF,Leicester,34,0,0,0,0,0,0,0
2016/17,Luka Milivojevic,MID,Crystal Palace,34,42,1224,2,0,4,0,0
2016/17,Kamil Grosicki,MID,Hull,37,43,1143,0,5,1,0,0
2016/17,Tom Edwards,DEF,Stoke,26,0,0,0,0,0,0,0
2016/17,Baily Cargill,DEF,Bournemouth,30,1,13,0,0,0,0,0
2016/17,Mouez Hassen,GK,Southampton,30,0,0,0,0,0,0,0
2016/17,Daniel Agyei,FWD,Burnley,28,3,25,0,0,0,0,0
2016/17,Martín Cáceres,DEF,Southampton,38,2,90,0,0,0,0,0
2016/17,Harry Wilson,MID,Liverpool,28,0,0,0,0,0,0,0
2016/17,Connor Roberts,DEF,Swansea,29,0,0,0,0,0,0,0
2016/17,Axel Tuanzebe,DEF,Man Utd,27,14,303,0,0,0,0,0
2016/17,Emiliano Martínez,GK,Arsenal,32,8,180,0,0,0,0,0
2016/17,Joe Williams,MID,Everton,28,0,0,0,0,0,0,0
2016/17,Dion Pereira,MID,Watford,26,2,25,0,0,0,0,0
2016/17,Matt Macey,GK,Arsenal,30,0,0,0,0,0,0,0
2016/17,James Husband,DEF,Middlesbrough,31,0,58,0,0,0,0,0
2016/17,Joel Pereira,GK,Man Utd,29,6,90,0,0,0,0,0
2016/17,Eduardo,GK,Chelsea,42,0,0,0,0,0,0,0
2016/17,Moses Makasi,MID,West Ham,29,0,0,0,0,0,0,0
2016/17,Nathan Holland,MID,West Ham,27,0,0,0,0,0,0,0
2016/17,Rhian Brewster,FWD,Liverpool,25,0,0,0,0,0,0,0
2016/17,Scott McTominay,MID,Man Utd,28,3,97,0,0,1,0,0
2016/17,Angus Gunn,GK,Man City,29,0,0,0,0,0,0,0
2016/17,Demetri Mitchell,DEF,Man Utd,28,8,90,0,0,0,0,0
2016/17,Elliott Moore,DEF,Leicester,28,0,0,0,0,0,0,0
2016/17,Filip Lesniak,MID,Spurs,29,4,5,0,1,0,0,0
2016/17,Samuel Shashoua,MID,Spurs,26,0,0,0,0,0,0,0
2016/17,Zachary Dearnley,MID,Man Utd,26,0,0,0,0,0,0,0
2016/17,Josh Harrop,MID,Man Utd,29,8,90,1,0,0,0,0
2016/17,Dan Kemp,MID,West Ham,26,0,0,0,0,0,0,0
2016/17,Daniel Batty,MID,Hull,27,0,0,0,0,0,0,0
2016/17,Aaron Ramsdale,GK,Bournemouth,27,0,0,0,0,0,0,0
2016/17,Matthew Worthington,MID,Bournemouth,27,1,17,0,0,0,0,0
2016/17,Sam Surridge,FWD,Bournemouth,26,0,0,0,0,0,0,0
2016/17,Angel Gomes,MID,Man Utd,24,1,3,0,0,0,0,0
2016/17,Kieran O'Hara,GK,Man Utd,29,0,0,0,0,0,0,0
2016/17,Gerhard Tremmel,GK,Swansea,46,0,0,0,0,0,0,0
2016/17,Rene Gilmartin,GK,Watford,38,0,0,0,0,0,0,0
2017/18,David Ospina,GK,Arsenal,36,19,380,0,0,0,0,0
2017/18,Petr Cech,GK,Arsenal,43,124,3039,0,0,1,0,0
2017/18,Emiliano Martínez,GK,Arsenal,32,0,0,0,0,0,0,0
2017/18,Laurent Koscielny,DEF,Arsenal,39,100,2225,2,0,4,0,0
2017/18,Per Mertesacker,DEF,Arsenal,40,16,364,1,0,0,0,0
2017/18,Gabriel Paulista,DEF,Arsenal,34,0,0,0,0,0,0,0
2017/18,Héctor Bellerín,DEF,Arsenal,30,132,3050,2,4,5,0,0
2017/18,Carl Jenkinson,DEF,Arsenal,33,0,0,0,0,0,0,0
2017/18,Nacho Monreal,DEF,Arsenal,39,130,2241,5,2,3,0,0
2017/18,Rob Holding,DEF,Arsenal,29,27,819,0,1,3,0,0
2017/18,Shkodran Mustafi,DEF,Arsenal,33,109,2272,3,1,6,0,0
2017/18,Sead Kolasinac,DEF,Arsenal,32,108,2146,2,4,3,0,0
2017/18,Mesut Özil,MID,Arsenal,36,112,2161,4,9,4,0,0
2017/18,Santi Cazorla,MID,Arsenal,40,0,0,0,0,0,0,0
2017/18,Aaron Ramsey,MID,Arsenal,34,130,1844,7,10,0,0,0
2017/18,Francis Coquelin,MID,Arsenal,34,7,164,0,0,0,0,0
2017/18,Alex Iwobi,MID,Arsenal,29,89,1827,3,5,1,0,0
2017/18,Mohamed Elneny,MID,Arsenal,33,22,865,0,1,3,1,0
2017/18,Granit Xhaka,MID,Arsenal,32,109,3259,1,8,10,0,0
2017/18,Jack Wilshere,MID,Arsenal,33,46,1185,1,3,6,0,0
2017/18,Danny Welbeck,FWD,Arsenal,34,70,1178,5,2,1,0,0
2017/18,Lucas Pérez,FWD,Arsenal,36,0,0,0,0,0,0,0
2017/18,Alexandre Lacazette,FWD,Arsenal,34,138,2197,14,5,1,0,0
2017/18,Henrikh Mkhitaryan,MID,Arsenal,36,107,1712,3,9,2,0,0
2017/18,Calum Chambers,DEF,Arsenal,30,23,864,0,0,1,0,0
2017/18,Reiss Nelson,MID,Arsenal,25,5,144,0,0,0,0,0
2017/18,Ainsley Maitland-Niles,MID,Arsenal,27,25,908,0,0,1,0,0
2017/18,Matt Macey,GK,Arsenal,30,0,0,0,0,0,0,0
2017/18,Eddie Nketiah,FWD,Arsenal,26,3,17,0,0,0,0,0
2017/18,Mathieu Debuchy,DEF,Arsenal,39,0,0,0,0,0,0,0
2017/18,Konstantinos Mavropanos,DEF,Arsenal,27,4,194,0,0,0,1,0
2017/18,Pierre-Emerick Aubameyang,FWD,Arsenal,36,87,1056,10,4,0,0,0
2017/18,Joe Willock,MID,Arsenal,25,3,81,0,0,0,0,0
2017/18,Jordi Osei-Tutu,DEF,Arsenal,26,0,0,0,0,0,0,0
2017/18,Asmir Begovic,GK,Bournemouth,38,112,3420,0,0,2,0,0
2017/18,Artur Boruc,GK,Bournemouth,45,0,0,0,0,0,0,0
2017/18,Adam Federici,GK,Bournemouth,40,0,0,0,0,0,0,0
2017/18,Simon Francis,DEF,Bournemouth,40,56,2708,0,1,8,1,0
2017/18,Steve Cook,DEF,Bournemouth,34,83,2764,2,1,5,0,1
2017/18,Charlie Daniels,DEF,Bournemouth,38,94,3001,1,3,0,0,0
2017/18,Adam Smith,DEF,Bournemouth,34,56,2067,1,3,6,0,0
2017/18,Tyrone Mings,DEF,Bournemouth,32,3,201,0,0,1,0,0
